Filename,BACKGROUND,FEATHER,OUTWEAR,BEAK,HEADWEAR,EYES,EYEWEAR,RARITYSCORE,RANK
403,teal,pink love,karate uniform,small,sombrero hat,normal gold,none,0.22350248403674874,1036
2074,teal,boorb,clown outfit,normal,sunny side up,pumped up,none,0.2232574940927347,1037
1426,diplo sky,green,scarf,gold big,captain hat,normal,none,0.22266710094967704,1038
1787,rain,purple,sailor costume,small,basquiat's crown,crying,none,0.22265320267319894,1039
224,rain,brown,bowtie,small,cavalier hat ,machine,none,0.22255356741411725,1040
027,teal,yellow belly,scarf,big,cone,heart,none,0.22238378658475488,1041
1907,doom gloom,pink,pink dress,small,frogi,heart,none,0.2223086259538448,1042
512,rain,blue,duck floaty,small,brain,crying,none,0.2222912635462326,1043
1149,rain,pink love,firefighter uniform,silver,headlamp,eyebrow,none,0.2221446415665243,1044
903,red chart,grey,farmer outfit,gold normal,tiara pink,normal,none,0.22197233255283796,1045
317,thunder,grey,none,normal,none,normal,pink stars glasses,0.22188448563374447,1046
1317,rain,green,bowtie,small,egg & nest,heart,none,0.2216362337222209,1047
1332,grey,blue,white shirt,moustache big,bowler hat,unibrow,none,0.2216154104217468,1048
636,grey,pink,crewneck sweatshirt: pink,moustache small,bucket,unibrow,none,0.22157099757718426,1049
1844,teal,pink love,cop uniform,big,pilot helmet,black red,none,0.221439938785244,1050
446,blue,black,cop uniform,small,cop hat,red laser gold,none,0.22143207203072557,1051
667,thunder,purple,karate uniform,small,pajamas cap,normal gold,none,0.22134134790554535,1052
1525,thunder,black,bowtie,small,apple,heart,none,0.22114189666306255,1053
1337,grey,yellow,cross necklace,small,firefighter hat,freezing beam,none,0.22108669430562247,1054
705,beach,grey,duck floaty,small,cop hat,unibrow,none,0.22106473518120318,1055
1044,cancer constellation,pink love,chef,moustache big,cowboy hat,normal,none,0.22095478368527108,1056
1822,grey,grey,none,small,none,normal,eye patch,0.22072505740324913,1057
282,purple,black,scarf,worm,gm,unibrow,none,0.2206489674985803,1058
005,purple zigzag,golden berbot,egg,gold normal,none,machine gold,none,0.2205923630939307,1059
539,blue sky,green,gladiator armor,small,straw hat,unibrow,none,0.22046085555325606,1060
099,rainbow zigzag,bone,egg,none,none,none,none,0.2203974372397283,1061
1090,ninja,black skull,none,not normal,top hat,cyclops,none,0.21996480994251855,1062
1268,pink sky,purple glitch,green jacket,moustache big,brain,normal,none,0.21993282274888507,1063
1847,graveyard,grey,clown outfit,not normal,lamp,normal,none,0.21973755602823752,1064
889,teal,pink,leather jacket black,moustache normal,pirate hat,unibrow,none,0.21904021328491455,1065
707,teal,green,cop uniform,moustache big,apple,unibrow,none,0.21891367034281278,1066
337,blue sky,blue,scarf,big,straw hat,unibrow,none,0.21889179284017213,1067
2080,blue,brown,green jacket,worm,leprechaun's hat,unibrow,none,0.21881963523614978,1068
010,rainbow,grey,witch robe,moustache small,top hat,eyebrow,none,0.21874114691227053,1069
660,diplo sky,yellow belly,clown outfit,worm,watermelon,normal,none,0.21873978799380112,1070
1807,beach,blue,clown outfit,moustache normal,frogi,eyebrow,none,0.21871663652656922,1071
848,purple,green,white shirt,worm,chef hat,unibrow,none,0.21859552178521688,1072
031,space,golden berbot,astronaut,gold normal,none,machine gold,none,0.21859016975230294,1073
1417,aries constellation,grey,scarf,moustache small,cavalier hat ,eyebrow,none,0.21854251269784544,1074
697,blue sky,brown,witch robe,big,sombrero hat,unibrow,none,0.2184258864935104,1075
723,space,green,clown outfit,moustache small,tiara pink,eyebrow,none,0.21824773089387403,1076
1600,blue,black skull,gold necklace,big,pan,black red,none,0.21823837865369394,1077
2200,grey,brown,bowtie,moustache normal,clown hat,unibrow,none,0.21818811870687907,1078
1006,cancer constellation,black,white shirt,moustache big,top hat,eyebrow,none,0.21818498428128305,1079
1612,purple,black,medal,small,pirate hat,freezing beam,none,0.21813256312633023,1080
477,doom gloom,pink,sailor costume,small,bullseye cap,crying,none,0.2179845468566641,1081
1699,purple,pink love,baseball jersey,normal,cowboy hat,heart,none,0.2178966002687793,1082
475,teal,brown,medal,moustache small,cavalier hat ,unibrow,none,0.21756371970414215,1083
1461,doom gloom,bone,none,none,bowler hat,none,none,0.2175438384028481,1084
1028,cancer constellation,green,karate uniform,small,cavalier hat ,unibrow,none,0.21752821072998105,1085
166,purple,yellow belly,green jacket,small,cone,pumped up,none,0.2171468636882795,1086
1016,beach,green,scarf,big,cop hat,unibrow,none,0.21703986771822117,1087
1895,blue,black,purple jacket,normal,lamp,cyclops,none,0.21698942259199905,1088
641,grey,yellow,pink dress,moustache big,cone,unibrow,none,0.21688181872624507,1089
509,purple,pink,gold necklace,moustache normal,frogi,unibrow,none,0.21673995478477412,1090
1751,aries constellation,grey,green jacket,moustache normal,lamp,eyebrow,none,0.21666130085773153,1091
1564,doom gloom,black skull,gold necklace,moustache big,captain hat,eyebrow,none,0.2164557292831426,1092
1283,rainbow,bone,monki suit,none,none,none,none,0.21628976900230482,1093
959,purple,pink,bowtie,small,pajamas cap,green laser,none,0.21620009679283148,1094
268,grey,fire red,pink dress,worm,tiara pink,eyebrow,none,0.2160618393302807,1095
350,thunder,yellow,pink dress,normal,watermelon,heart,none,0.21604595087478115,1096
807,blue,black,crewneck sweatshirt: pink,small,apple,heart,none,0.2158379373910017,1097
1170,pink sky,black,tracksuit navy blue,small,sombrero hat,unibrow,none,0.21555211735623053,1098
856,rain,pink,duck floaty,big,bucket,black red,none,0.21551330320795273,1099
067,blue sky,brown,scarf,moustache normal,baseball cap,eyebrow,none,0.21517083419009844,1100
2169,blue,yellow belly,witch robe,silver,chef hat,eyebrow,none,0.21501216182227223,1101
529,teal,grey,cop uniform,normal,lamp,cyclops,none,0.2149979053791411,1102
1601,rainbow,yellow belly,pajamas blue holding pillow,worm,tiara pink,normal,none,0.21485781884477914,1103
070,beach,purple,pocho,cigar,lamp,normal,none,0.21477845355428776,1104
2060,purple,pink love,tracksuit navy blue,normal,cavalier hat ,crying,none,0.21462430194257426,1105
2130,sun,grey,karate uniform,worm,sombrero hat,eyebrow,none,0.21462421903221374,1106
2065,purple,pink love,bowtie,normal,plunger,crying,none,0.21459608846238987,1107
521,grey,yellow belly,pajamas blue holding pillow,pipe,headlamp,eyebrow,none,0.2145677634810927,1108
137,purple,purple,farmer outfit,big,captain hat,normal gold,none,0.2145669973634237,1109
1235,rain,blue,cross necklace,normal,cone,heart,none,0.2145113834935821,1110
776,teal,blue,sailor costume,small,gm,heart,none,0.21439012531778173,1111
989,blue,stone,crewneck sweatshirt: pink,moustache normal,pan,eyebrow,none,0.21420004540111215,1112
1643,pink sky,pink,crewneck sweatshirt: pink,moustache normal,straw hat,eyebrow,none,0.21410027035931117,1113
647,doom gloom,brown,medal,normal,pan,normal gold,none,0.21408952106304957,1114
616,rain,pink,baseball jersey,gold small,bucket,eyebrow,none,0.21404747814518102,1115
626,rainbow,brown,pink dress,worm,rubber duck,eyebrow,none,0.21403106327293234,1116
1232,blue,pink,karate uniform,moustache big,cowboy hat,unibrow,none,0.21381317912008346,1117
789,teal,pink love,pink dress,silver,beanie,eyebrow,none,0.2137106576433805,1118
968,pink sky,yellow,medal,big,viking,unibrow,none,0.21339413647891156,1119
618,grey,fire red,cross necklace,moustache normal,cavalier hat ,eyebrow,none,0.21334012922438628,1120
1247,graveyard,purple,gold necklace,pipe,headband,normal,none,0.21328852043380342,1121
1443,grey,black,tracksuit navy blue,small,bullseye cap,normal gold,none,0.21326089974559087,1122
1215,sun,pink,scarf,moustache big,pajamas cap,eyebrow,none,0.21311689868405198,1123
866,graveyard,fire red,tracksuit navy blue,small,straw hat,eyebrow,none,0.21295103011883457,1124
652,blue sky,purple glitch,none,pipe,plunger,heart,none,0.2128239946745909,1125
1323,rainbow,robot,monki suit,gold normal,none,machine gold,none,0.2127720155056773,1126
816,red chart,pink love,none,silver,pilot helmet,cyclops,none,0.2126983759237942,1127
1809,red chart,grey,bowtie,moustache big,cavalier hat ,eyebrow,none,0.21267786945497827,1128
195,blue,black,none,normal,none,normal,sunglasses,0.2124276190026663,1129
2190,teal,green,sailor costume,normal,pirate hat,red laser gold,none,0.21233694860717386,1130
394,red chart,yellow belly,karate uniform,moustache big,cavalier hat ,normal,none,0.21233345744913534,1131
826,pink sky,yellow,clown outfit,moustache big,bullseye cap,eyebrow,none,0.2120719650507946,1132
445,ninja,green,medal,silver,firefighter hat,normal,none,0.21195012770597613,1133
1795,blue,grey,leather jacket black,big,bullseye cap,pumped up,none,0.21194939430380233,1134
1878,blue,green,none,normal,none,normal,brown aviator,0.21192323757606996,1135
106,thunder,pink,white shirt,normal,construction hat,pumped up,none,0.21187925598029494,1136
1740,grey,black,sailor costume,small,sunny side up,black red,none,0.2116619419403984,1137
2176,space,yellow,tracksuit navy blue,cigar,baseball cap,normal,none,0.21133235759055724,1138
132,purple,brown,clown outfit,small,bowler hat,heart,none,0.2110385763230502,1139
686,teal,grey,tracksuit navy blue,small,lamp,normal gold,none,0.2108641531723861,1140
1631,grey,yellow belly,pocho,worm,viking,eyebrow,none,0.21070937796326467,1141
1378,purple,blue,baseball jersey,big,gm,crying,none,0.21043062666523846,1142
1753,doom gloom,black skull,medal,normal,cowboy hat,unibrow,none,0.2103431355513823,1143
1782,teal,pink,cop uniform,big,rubber duck,normal gold,none,0.20982698212629208,1144
1331,cancer constellation,purple,duck floaty,moustache big,headband,normal,none,0.20977486105173648,1145
109,teal,yellow,pink dress,small,pan,crying,none,0.2094490597073243,1146
1976,grey,purple,tracksuit navy blue,normal,witch hat,normal gold,none,0.2093791742969452,1147
977,purple,blue,clown outfit,big,rug!,black red,none,0.20927360112834126,1148
1958,pink sky,grey,baseball jersey,silver,brain,normal,none,0.2092308991693233,1149
706,blue,pink,sailor costume,normal,headband,machine,none,0.20893881453201602,1150
1951,teal,purple,cross necklace,not normal,cowboy hat,eyebrow,none,0.20860011391371336,1151
441,grey,blue,bowtie,small,lamp,black red,none,0.20858556470886735,1152
211,thunder,boorb,pajamas blue holding pillow,moustache small,cone,normal,none,0.2083802969821656,1153
1560,pink sky,purple,firefighter uniform,normal,cone,unibrow,none,0.20834662602843407,1154
701,blue,blue,witch robe,normal,lamp,normal gold,none,0.2081940308613676,1155
126,beach,purple,white shirt,moustache small,sunny side up,normal,none,0.20811500571285138,1156
1514,grey,boorb,green jacket,silver,sombrero hat,normal,none,0.20805999575193193,1157
1393,blue,bone,none,none,watermelon,none,none,0.2079855097656257,1158
815,ninja,black skull,chef,big,pirate hat,eyebrow,none,0.20788351581790201,1159
1556,purple,blue,gold necklace,big,pan,black red,none,0.20764553457414972,1160
1523,grey,pink,cop uniform,normal,rug!,normal gold,none,0.20752759756004907,1161
1995,blue,yellow,purple jacket,big,bucket,black red,none,0.20751539390834253,1162
1912,sun,yellow,karate uniform,normal,cone,unibrow,none,0.2075072761088917,1163
578,blue,grey,green jacket,normal,chef hat,heart,none,0.20750238485469688,1164
1941,teal,black,duck floaty,normal,headset pink,pumped up,none,0.20748145799456633,1165
2195,thunder,yellow,chef,big,straw hat,unibrow,none,0.20746502366407116,1166
1407,thunder,green,detective suit,moustache big,sombrero hat,eyebrow,none,0.20704269289029412,1167
169,purple,blue,sailor costume,big,straw hat,black red,none,0.20688119896554397,1168
290,purple zigzag,robot,egg,silver,none,machine,none,0.20685919959933996,1169
1671,purple,green,bowtie,small,gm,crying,none,0.2068103003169477,1170
1635,blue,bone,none,none,straw hat,none,none,0.20675594558783894,1171
1085,red chart,black,scarf,worm,apple,normal,none,0.20665742759947572,1172
592,rain,pink,purple jacket,small,bowler hat,unibrow,none,0.20662113725861037,1173
841,beach,black,none,gold big,beanie,machine,none,0.20652932678568278,1174
1030,blue,blue,gladiator armor,normal,top hat,black red,none,0.20635601392339256,1175
990,grey,grey,cop uniform,normal,headset pink,pumped up,none,0.20622843775389388,1176
1139,teal,grey,bowtie,normal,bullseye cap,heart,none,0.20617929529389176,1177
1352,rainbow,black,leather jacket black,moustache big,beanie,normal,none,0.2061138834600643,1178
522,blue,blue,pocho,normal,gm,black red,none,0.20607290238144116,1179
385,purple,purple,green jacket,normal,pajamas cap,normal gold,none,0.20576780897436756,1180
1676,doom gloom,black,karate uniform,moustache normal,viking,eyebrow,none,0.20541344455448565,1181
1193,blue sky,grey,baseball jersey,moustache big,rug!,normal,none,0.20540594692927405,1182
1516,doom gloom,purple,bowtie,big,apple,unibrow,none,0.20539155421608932,1183
1292,purple,pink love,pink dress,worm,cavalier hat ,eyebrow,none,0.20530755380805596,1184
1728,teal,purple,pink dress,normal,lamp,pumped up,none,0.20503263730892965,1185
304,graveyard,boorb,leather jacket black,big,third eye,normal,none,0.20488572818308004,1186
1998,grey,black skull,pink dress,cigar,frogi,normal,none,0.2045736278632839,1187
2173,thunder,pink,pink dress,worm,gladiator helmet,eyebrow,none,0.20454928435164724,1188
1467,green chart,pink,gold necklace,moustache small,halo,normal,none,0.2043504972907546,1189
972,doom gloom,green,bowtie,worm,frogi,eyebrow,none,0.20409847226481045,1190
384,rain,brown,tracksuit navy blue,not normal,top hat,normal,none,0.2039339712657519,1191
213,teal,blue,cross necklace,normal,tiara pink,black red,none,0.20391862513381606,1192
2154,thunder,yellow,sailor costume,gold normal,headset pink,normal,none,0.20358418739581918,1193
107,beach,yellow belly,medal,big,witch hat,eyebrow,none,0.20358243659951086,1194
261,thunder,black skull,medal,worm,bullseye cap,normal,none,0.20346658966028622,1195
1903,thunder,grey,green jacket,moustache normal,brain,eyebrow,none,0.2031877802112301,1196
772,blue,black skull,cross necklace,moustache normal,cavalier hat ,eyebrow,none,0.20310777780552955,1197
311,beach,grey,white shirt,moustache normal,cone,normal,none,0.20298742387980565,1198
1307,blue sky,black skull,chef,normal,construction hat,eyebrow,none,0.20287116576926775,1199
1851,purple,boorb,bowtie,normal,cone,unibrow,none,0.20277766731465646,1200
1012,thunder,pink,green jacket,worm,headband,eyebrow,none,0.20260911446289195,1201
623,blue sky,grey ninja,ninja staff,normal,pan,normal,none,0.20259636427090133,1202
133,rain,green,white shirt,moustache normal,firefighter hat,eyebrow,none,0.20249741337725802,1203
1300,blue,brown,karate uniform,normal,poisoned apple,crying,none,0.20223865530578905,1204
1390,thunder,brown,baseball jersey,moustache normal,headset pink,eyebrow,none,0.20216172887483247,1205
719,beach,pink ninja,ninja staff,normal,brain,normal,none,0.20194891415202618,1206
1634,doom gloom,brown,pocho,pipe,bowler hat,normal,none,0.20194767705378924,1207
1786,grey,purple,gladiator armor,moustache normal,baseball cap,eyebrow,none,0.20142486656836617,1208
957,doom gloom,blue,sailor costume,cigar,rubber duck,normal,none,0.2012553481310814,1209
764,red chart,blue,none,gold big,rug!,pumped up,none,0.20111991399372836,1210
1111,blue,robot,tracksuit navy blue,moustache big,egg & nest,normal,none,0.20108726409894956,1211
890,purple,robot,witch robe,moustache big,apple,normal,none,0.20099912500304032,1212
2027,purple,boorb,farmer outfit,moustache small,bucket,normal,none,0.20080331787202826,1213
1384,rainbow,yellow belly,crewneck sweatshirt: pink,normal,headlamp,eyebrow,none,0.2007132010926197,1214
965,purple,black skull,tracksuit navy blue,pipe,pan,normal,none,0.20048521655318668,1215
1745,rainbow,green,none,pipe,apple,rainbow laser,none,0.2002875177535446,1216
1285,thunder,black,karate uniform,cigar,poisoned apple,normal,none,0.19990033573670274,1217
1836,doom gloom,black,tracksuit navy blue,pipe,cone,normal,none,0.1994855556026275,1218
617,rain,brown,baseball jersey,normal,headlamp,unibrow,none,0.1994825690601225,1219
2184,red chart,black skull,none,worm,viking,heart,none,0.1993874666043994,1220
1781,rain,yellow belly,none,silver,sombrero hat,red laser,none,0.1993618347132598,1221
525,space,grey ninja,gold necklace,moustache normal,none,wounded,none,0.19935627415334312,1222
1469,purple,brown,karate uniform,normal,beanie,black red,none,0.19915969366060407,1223
915,purple,yellow,scarf,cigar,bucket,eyebrow,none,0.19913828984541487,1224
1810,pink sky,yellow,firefighter uniform,worm,pirate hat,normal,none,0.19863759352529844,1225
760,purple,purple,leather jacket black,worm,lamp,eyebrow,none,0.19854195014944045,1226
1608,purple,grey,purple jacket,moustache big,frogi,eyebrow,none,0.19849425458563066,1227
914,thunder,black,gladiator armor,moustache small,construction hat,normal,none,0.19832119730183526,1228
1079,teal,purple,tracksuit navy blue,small,cop hat,unibrow,none,0.19824545583601913,1229
995,blue,pink,purple jacket,moustache small,captain hat,eyebrow,none,0.19809053473284283,1230
322,purple,purple,scarf,small,headband,unibrow,none,0.19782265214121286,1231
485,rain,boorb,pajamas blue holding pillow,small,poisoned apple,eyebrow,none,0.19767777206815282,1232
1018,ninja,yellow,purple jacket,small,sombrero hat,eyebrow,none,0.197665671271585,1233
296,teal,green,clown outfit,small,tiara pink,unibrow,none,0.1976548576741458,1234
414,space,black,purple jacket,big,bucket,eyebrow,none,0.1976359613969957,1235
2024,teal,pink,pocho,big,rubber duck,unibrow,none,0.1975756553437058,1236
609,teal,grey,clown outfit,big,sombrero hat,unibrow,none,0.19755098869695611,1237
786,blue,green,duck floaty,moustache small,construction hat,eyebrow,none,0.19745374570530025,1238
1837,purple,yellow,chef,big,poisoned apple,unibrow,none,0.19727021563219135,1239
975,blue,black skull,crewneck sweatshirt: pink,moustache small,brain,normal,none,0.19722237367611584,1240
1866,cancer constellation,black,none,moustache big,cop hat,green laser,none,0.19719242963351558,1241
1453,rain,bone,bowtie,none,none,none,none,0.19700750845384532,1242
576,grey,purple,scarf,normal,rug!,unibrow,none,0.19670911883741338,1243
1224,purple,blue,astronaut,normal,headset pink,unibrow,none,0.19650573021427525,1244
500,rain,yellow,cross necklace,normal,cone,unibrow,none,0.19635773926156497,1245
799,purple,black,cross necklace,small,bullseye cap,unibrow,none,0.19606153360244047,1246
755,grey,brown,sailor costume,worm,apple,eyebrow,none,0.19601271907286721,1247
2108,beach,black,baseball jersey,big,witch hat,eyebrow,none,0.19590645398683562,1248
1211,grey,pink,gold necklace,worm,tiara pink,eyebrow,none,0.1958624394994164,1249
411,purple,purple,bowtie,small,gm,unibrow,none,0.19579802923230055,1250
1561,rainbow,pink,farmer outfit,small,frogi,eyebrow,none,0.19553738202157614,1251
2054,diplo sky,robot,white shirt,normal,cop hat,normal,none,0.19543034453189154,1252
1038,blue,yellow,baseball jersey,small,bowler hat,unibrow,none,0.19542112291642458,1253
1606,grey,brown,firefighter uniform,small,bucket,unibrow,none,0.19538595945844975,1254
1410,beach,pink love,none,moustache normal,lamp,pumped up,none,0.19527862834696322,1255
941,teal,pink,clown outfit,worm,pilot helmet,eyebrow,none,0.1950417028777504,1256
1329,purple,yellow,gladiator armor,pipe,third eye,normal,none,0.19494457811944935,1257
535,doom gloom,purple,pajamas blue holding pillow,worm,cowboy hat,normal,none,0.19494446695292936,1258
1075,purple,black,tracksuit navy blue,moustache normal,clown hat,eyebrow,none,0.19483124850060435,1259
1302,purple,grey,purple jacket,pipe,captain hat,normal,none,0.19481823913841617,1260
339,blue,green,gold necklace,worm,pan,eyebrow,none,0.19454607823859782,1261
055,teal,pink,sailor costume,small,beanie,unibrow,none,0.194505775179978,1262
1971,teal,yellow,pink dress,small,pirate hat,unibrow,none,0.19445702038130488,1263
845,thunder,purple,baseball jersey,moustache big,tiara pink,normal,none,0.19438953514825955,1264
330,blue,black,bowtie,worm,firefighter hat,eyebrow,none,0.19436877029561805,1265
297,blue,yellow,pink dress,big,construction hat,unibrow,none,0.1943323491643804,1266
919,grey,boorb,leather jacket black,big,pan,eyebrow,none,0.19423503419423593,1267
1430,thunder,purple,baseball jersey,moustache normal,headband,normal,none,0.1942235330537129,1268
483,thunder,fire blue,none,moustache big,straw hat,heart,none,0.1941386234415557,1269
284,teal,green,karate uniform,moustache big,baseball cap,eyebrow,none,0.19406045730483884,1270
1943,doom gloom,pink,pink dress,worm,witch hat,normal,none,0.19354799961587785,1271
035,green chart,black,green jacket,big,firefighter hat,eyebrow,none,0.19330867997776105,1272
1164,diplo sky,yellow belly,firefighter uniform,small,pilot helmet,normal,none,0.19329734513064573,1273
1775,purple,pink,clown outfit,moustache small,brain,eyebrow,none,0.19320531852453277,1274
1898,thunder,blue,tracksuit navy blue,moustache big,pilot helmet,normal,none,0.193130146918169,1275
646,doom gloom,black skull,cross necklace,big,apple,eyebrow,none,0.19302463436385567,1276
1318,blue sky,yellow,green jacket,big,leprechaun's hat,eyebrow,none,0.1929807525982487,1277
1303,beach,blue,firefighter uniform,big,lamp,eyebrow,none,0.1929702637274136,1278
1873,blue,pink,karate uniform,moustache small,bowler hat,eyebrow,none,0.19296646268291112,1279
1297,green chart,yellow,cop uniform,small,gm,eyebrow,none,0.19290213321358493,1280
2023,blue,stone,witch robe,small,pajamas cap,eyebrow,none,0.19285967185072903,1281
228,blue,brown,cross necklace,moustache small,cowboy hat,eyebrow,none,0.19267439931453462,1282
1080,green chart,boorb,clown outfit,silver,none,heart,none,0.19242476026716432,1283
181,thunder,blue,tracksuit navy blue,moustache big,cavalier hat ,normal,none,0.1923346451688493,1284
286,blue,yellow belly,medal,moustache big,construction hat,normal,none,0.19218138801199003,1285
1839,blue,purple,pajamas blue holding pillow,silver,bullseye cap,normal,none,0.19217215859013956,1286
1665,purple,pink,green jacket,moustache normal,apple,eyebrow,none,0.1919824674195455,1287
1368,sun,black,none,cigar,lamp,normal gold,none,0.1918337072250242,1288
1067,thunder,grey,firefighter uniform,moustache big,straw hat,normal,none,0.19173946649468152,1289
1060,blue,yellow,gold necklace,moustache normal,bucket,eyebrow,none,0.1915334399225118,1290
1135,diplo sky,purple diplos,none,normal,tiara pink,diplos eyes,none,0.19152431252985497,1291
1342,blue,black,baseball jersey,normal,cowboy hat,unibrow,none,0.191381837714573,1292
033,thunder,pink,clown outfit,moustache big,headband,normal,none,0.19133966166299868,1293
484,diplo sky,brown,none,pipe,cowboy hat,crying,none,0.19132994243610893,1294
048,rainbow,grey,bowtie,small,lamp,eyebrow,none,0.1913174526434821,1295
1201,purple,green,white shirt,normal,leprechaun's hat,unibrow,none,0.19130714612228586,1296
1134,diplo sky,blue diplos,none,normal,straw hat,diplos eyes,none,0.19126183060313517,1297
1864,rainbow,pink,none,moustache big,top hat,red laser gold,none,0.19111859190128416,1298
265,diplo sky,pink,medal,gold normal,none,red laser,none,0.1909404941347778,1299
1549,rain,black skull,medal,small,bucket,eyebrow,none,0.19082801959747872,1300
1471,teal,pink,firefighter uniform,pipe,crown king,normal,none,0.19080191359643092,1301
057,sun,pink,none,moustache normal,headlamp,cyclops,none,0.1907804034665565,1302
1771,teal,pink love,none,not normal,beanie,normal gold,none,0.1907049188369833,1303
356,purple,stone,none,moustache small,headset pink,red laser,none,0.19069959183644222,1304
1207,diplo sky,red diplos,none,normal,cowboy hat,diplos eyes,none,0.19021190289625614,1305
1764,thunder,purple glitch,clown outfit,small,cone,normal,none,0.18953015636361464,1306
1466,rainbow,yellow,pocho,normal,top hat,eyebrow,none,0.18912190648388497,1307
1877,blue,green,firefighter uniform,silver,construction hat,normal,none,0.1889505134609311,1308
1171,space,blue,none,worm,clown hat,crying,none,0.1888932955946658,1309
1278,space,blue,gladiator armor,big,construction hat,normal,none,0.18887119185866702,1310
1910,grey,boorb,none,cigar,pajamas cap,pumped up,none,0.18875084240761758,1311
011,space,green,bowtie,normal,viking,eyebrow,none,0.18868919084453734,1312
432,blue sky,purple,gold necklace,normal,bucket,eyebrow,none,0.18868228297921977,1313
456,graveyard,blue,none,moustache small,watermelon,pumped up,none,0.18862274292783035,1314
905,purple,pink,sailor costume,silver,baseball cap,normal,none,0.1883237634879119,1315
1974,rain,grey,none,gold small,baseball cap,normal gold,none,0.1876346612107849,1316
600,red chart,brown,sailor costume,normal,sombrero hat,eyebrow,none,0.18757673114843035,1317
1819,pink sky,pink love,tracksuit navy blue,normal,pilot helmet,normal,none,0.18746165822470692,1318
1488,blue,grey,duck floaty,worm,cop hat,normal,none,0.18744882547819441,1319
806,space,pink ninja,medal,moustache normal,none,pumped up,none,0.1873942952496523,1320
417,rain,red glitch,pink dress,normal,basquiat's crown,normal,none,0.18726295766530449,1321
1036,green chart,pink,bowtie,normal,egg & nest,eyebrow,none,0.18719963839697157,1322
354,teal,pink,duck floaty,worm,pajamas cap,normal,none,0.18689244536414612,1323
1431,blue,purple,clown outfit,moustache small,construction hat,normal,none,0.18682905141127515,1324
804,rainbow,yellow belly,pink dress,moustache big,none,green laser,none,0.18680325128023437,1325
702,sun,blue,construction vest,small,top hat,normal,none,0.18680177281968602,1326
1003,rain,boorb,pink dress,small,bowler hat,normal,none,0.18655845480516042,1327
1324,sun,black,scarf,small,halo,normal,none,0.18650255758002726,1328
1004,teal,grey,cross necklace,moustache small,clown hat,normal,none,0.18643809157558827,1329
1479,sun,yellow belly,duck floaty,pipe,none,pumped up,none,0.18633972117633138,1330
216,purple,blue,karate uniform,moustache small,frogi,normal,none,0.18633451143524837,1331
425,thunder,black,scarf,big,crown king,eyebrow,none,0.18626548477573796,1332
1935,pink sky,green,firefighter uniform,normal,chef hat,eyebrow,none,0.18592928170092973,1333
1730,graveyard,black skull,cop uniform,pipe,none,black red,none,0.18587927988047442,1334
1992,ninja,purple,gold necklace,big,rubber duck,normal,none,0.1858572368068759,1335
238,beach,black,crewneck sweatshirt: pink,small,cone,normal,none,0.1858500226732824,1336
1566,rain,boorb,sailor costume,big,cop hat,normal,none,0.18578082744403546,1337
1194,teal,blue,pink dress,moustache normal,pilot helmet,normal,none,0.18558152709088072,1338
323,pink sky,green,firefighter uniform,normal,headlamp,eyebrow,none,0.1855055595457316,1339
1773,teal,pink love,none,moustache small,sombrero hat,machine,none,0.18547944555645537,1340
869,ninja,green,white shirt,big,witch hat,normal,none,0.18546172158990817,1341
336,green chart,black,chef,big,headset pink,normal,none,0.18523770706942602,1342
1262,grey,brown,baseball jersey,moustache big,poisoned apple,normal,none,0.18519954349556705,1343
217,sun,pink,green jacket,normal,cone,eyebrow,none,0.18503315313584248,1344
673,beach,black,clown outfit,big,pan,normal,none,0.18490143288852634,1345
827,beach,yellow,none,moustache small,firefighter hat,pumped up,none,0.18477436734022157,1346
2121,blue sky,yellow,none,moustache normal,bucket,heart,none,0.1846363047175332,1347
999,grey,yellow,pink dress,worm,cowboy hat,normal,none,0.1844666451394505,1348
575,grey,grey,pink dress,moustache big,pirate hat,normal,none,0.18443416880609523,1349
580,blue,green,white shirt,worm,apple,normal,none,0.18420658935117487,1350
584,blue sky,yellow,none,moustache normal,witch hat,pumped up,none,0.18419549383607847,1351
1553,thunder,blue,cop uniform,big,lamp,eyebrow,none,0.184176141335535,1352
472,grey,red glitch,pajamas blue holding pillow,big,pajamas cap,normal,none,0.18396838774826635,1353
1017,pink sky,yellow,farmer outfit,cigar,none,cyclops,none,0.18381001326323132,1354
255,grey,brown,medal,moustache normal,beanie,normal,none,0.18367331786945795,1355
1197,teal,purple,none,pipe,bullseye cap,red laser gold,none,0.18363368482806977,1356
750,teal,yellow belly,none,moustache small,poisoned apple,machine,none,0.18356816143637275,1357
1147,doom gloom,purple,cross necklace,small,bucket,eyebrow,none,0.1835385364706287,1358
1918,blue,yellow,pink dress,moustache normal,watermelon,normal,none,0.18343276841728376,1359
2141,green chart,pink love,none,small,lamp,cyclops,none,0.18322676610036237,1360
982,sun,black,green jacket,big,firefighter hat,normal,none,0.1831996172700769,1361
684,aries constellation,black skull,none,big,rubber duck,machine,none,0.18311948626078353,1362
2011,doom gloom,yellow belly,green jacket,small,rubber duck,normal,none,0.1830873764692797,1363
1712,rain,yellow,none,worm,baseball cap,not normal,none,0.18294666902567777,1364
2101,aries constellation,yellow,green jacket,big,brain,normal,none,0.1828112584737281,1365
2012,purple,black,bowtie,moustache big,baseball cap,normal,none,0.182588913894218,1366
531,pink sky,yellow,none,moustache small,cop hat,pumped up,none,0.18239687254916656,1367
