Filename;Title;Description;NbCopies;NbSelf;BACKGROUND;FEATHER;OUTWEAR;BEAK;HEADWEAR;EYES;EYEWEAR
1119;RugBerb #1119;Get Rugged;1;0;doom gloom;pink;cop uniform;small;none;crying;none
1120;RugBerb #1120;Get Rugged;1;0;teal;blue;medal;pipe;none;eyebrow;glasses
1121;RugBerb #1121;Get Rugged;1;0;purple;purple;crewneck sweatshirt: pink;big;none;normal;none
1122;RugBerb #1122;Get Rugged;1;0;teal;black;cop uniform;normal;headlamp;normal;pink stars glasses
1123;RugBerb #1123;Get Rugged;1;0;Thunder;green;witch robe;big;none;pumped up;sunglasses
1124;RugBerb #1124;Get Rugged;1;0;pink sky;pink;firefighter uniform;small;none;eyebrow;none
1125;RugBerb #1125;Get Rugged;1;0;purple;pink;leather jacket black;small;none;normal;none
1126;RugBerb #1126;Get Rugged;1;0;grey;yellow;white shirt;big;none;crying;none
1127;RugBerb #1127;Get Rugged;1;0;rainbow;grey;cop uniform;small;construction hat;normal;goggles
1128;RugBerb #1128;Get Rugged;1;0;teal;brown;none;Moustache big;Sombrero hat;normal;none
1129;RugBerb #1129;Get Rugged;1;0;grey;pink;leather jacket black;big;none;red laser gold;none
1130;RugBerb #1130;Get Rugged;1;0;Diplo Sky;yellow belly;none;pipe;none;pumped up;none
1131;RugBerb #1131;Get Rugged;1;0;Thunder;blue;sailor costume;small;headband;normal;none
1132;RugBerb #1132;Get Rugged;1;0;sun;yellow;none;worm;beanie;unibrow;none
1133;RugBerb #1133;Get Rugged;1;0;grey;black;none;big;brain;black red;none
1134;RugBerb #1134;Get Rugged;1;1;Diplo Sky;blue diplos;none;normal;straw hat;diplos eyes;none
1135;RugBerb #1135;Get Rugged;1;1;Diplo Sky;purple diplos;none;normal;tiara pink;diplos eyes;none
1136;RugBerb #1136;Get Rugged;1;0;blue;yellow;none;silver;none;normal;eye patch
1137;RugBerb #1137;Get Rugged;1;0;red chart;pink love;none;moustache small;none;pumped up;eye patch
1138;RugBerb #1138;Get Rugged;1;0;purple;yellow;clown outfit;normal;none;eyebrow;none
1139;RugBerb #1139;Get Rugged;1;0;teal;grey;bowtie;normal;Bullseye cap;heart;none
1140;RugBerb #1140;Get Rugged;1;0;purple;black skull;tracksuit navy blue;normal;sunny side up;eyebrow;monocle
1141;RugBerb #1141;Get Rugged;1;0;Ninja;purple;firefighter uniform;silver;none;crying;none
1142;RugBerb #1142;Get Rugged;1;0;purple;fire red;tracksuit navy blue;normal;none;normal;red stylish glasses
1143;RugBerb #1143;Get Rugged;1;0;grey;green;none;small;none;unibrow;green stylish glasses
1144;RugBerb #1144;Get Rugged;1;0;grey;brown;none;normal;baseball cap;normal;green stylish glasses
1145;RugBerb #1145;Get Rugged;1;0;blue;purple;clown outfit;moustache small;bucket;eyebrow;green stylish glasses
1146;RugBerb #1146;Get Rugged;1;0;Thunder;grey;none;Moustache big;clown hat;unibrow;none
1147;RugBerb #1147;Get Rugged;1;0;doom gloom;purple;cross necklace;small;bucket;eyebrow;none
1148;RugBerb #1148;Get Rugged;1;0;purple;blue;pink dress;big;none;crying;none
1149;RugBerb #1149;Get Rugged;1;0;Rain;pink love;firefighter uniform;silver;headlamp;eyebrow;none
1150;RugBerb #1150;Get Rugged;1;0;purple;brown;medal;small;none;eyebrow;red stylish glasses
1151;RugBerb #1151;Get Rugged;1;0;Thunder;pink;gold necklace;cigar;none;eyebrow;none
1152;RugBerb #1152;Get Rugged;1;0;doom gloom;BOOrb;none;small;crown king;normal;none
1153;RugBerb #1153;Get Rugged;1;0;Rain;blue;none;normal;none;pumped up;none
1154;RugBerb #1154;Get Rugged;1;0;grey;purple;tracksuit navy blue;normal;none;heart;none
1155;RugBerb #1155;Get Rugged;1;0;blue;pink;none;silver;chef hat;normal;eye patch
1156;RugBerb #1156;Get Rugged;1;0;purple;brown;gold necklace;big;captain hat;normal;none
1157;RugBerb #1157;Get Rugged;1;0;teal;green;none;big;cop hat;eyebrow;none
1158;RugBerb #1158;Get Rugged;1;0;green chart;blue;crewneck sweatshirt: pink;normal;bowler hat;eyebrow;sunglasses
1159;RugBerb #1159;Get Rugged;1;0;green chart;grey;medal;normal;cone;normal;sunglasses
1160;RugBerb #1160;Get Rugged;1;0;sun;yellow;baseball jersey;normal;apple;eyebrow;pink stars glasses
1161;RugBerb #1161;Get Rugged;1;0;rainbow;green;green jacket;normal;none;normal;pink stars glasses
1162;RugBerb #1162;Get Rugged;1;0;doom gloom;yellow;pajamas blue holding pillow;pipe;sunny side up;unibrow;glasses
1163;RugBerb #1163;Get Rugged;1;0;doom gloom;green;none;small;firefighter hat;pumped up;sleep mask 
1164;RugBerb #1164;Get Rugged;1;0;Diplo Sky;yellow belly;firefighter uniform;small;Pilot helmet;normal;none
1165;RugBerb #1165;Get Rugged;1;0;Space;grey;firefighter uniform;moustache small;none;normal;none
1166;RugBerb #1166;Get Rugged;1;0;teal;blue;none;big;none;freezing beam;none
1167;RugBerb #1167;Get Rugged;1;0;purple;fire blue;white shirt;Moustache big;bowler hat;green laser;none
1168;RugBerb #1168;Get Rugged;1;0;Rain;pink;cross necklace;Moustache normal;none;normal gold;none
1169;RugBerb #1169;Get Rugged;1;0;pink sky;brown;none;moustache small;Pilot helmet;normal;none
1170;RugBerb #1170;Get Rugged;1;0;pink sky;black;tracksuit navy blue;small;Sombrero hat;unibrow;none
1171;RugBerb #1171;Get Rugged;1;0;Space;blue;none;worm;clown hat;crying;none
1172;RugBerb #1172;Get Rugged;1;0;teal;grey;scarf;normal;cop hat;normal;none
1173;RugBerb #1173;Get Rugged;1;0;purple;yellow;firefighter uniform;big;none;unibrow;none
1174;RugBerb #1174;Get Rugged;1;0;purple;purple;cross necklace;big;none;unibrow;red stylish glasses
1175;RugBerb #1175;Get Rugged;1;0;purple;blue;none;moustache small;cone;normal;none
1176;RugBerb #1176;Get Rugged;1;0;purple;purple;farmer outfit;worm;pirate hat;normal;brown aviator
1177;RugBerb #1177;Get Rugged;1;0;Thunder;green;firefighter uniform;moustache small;none;normal;sleep mask 
1178;RugBerb #1178;Get Rugged;1;0;doom gloom;brown;none;silver;headset pink;normal;none
1179;RugBerb #1179;Get Rugged;1;0;purple;purple;firefighter uniform;small;GM;heart;goggles
1180;RugBerb #1180;Get Rugged;1;0;rainbow;purple;gold necklace;worm;cowboy hat;pumped up;none
1181;RugBerb #1181;Get Rugged;1;0;Diplo Sky;green diplos;none;normal;none;diplos eyes;pink stars glasses
1182;RugBerb #1182;Get Rugged;1;0;sun;brown;leather jacket black;normal;Sombrero hat;black red;none
1183;RugBerb #1183;Get Rugged;1;0;grey;brown;bowtie;big;none;eyebrow;none
1184;RugBerb #1184;Get Rugged;1;0;red chart;yellow;sailor costume;moustache small;none;normal;red stylish glasses
1185;RugBerb #1185;Get Rugged;1;0;blue sky;grey;none;big;lamp;normal;none
1186;RugBerb #1186;Get Rugged;1;0;Rain;yellow belly;pajamas blue holding pillow;big;beanie;black red;none
1187;RugBerb #1187;Get Rugged;1;0;Aries constellation;yellow;karate uniform;moustache small;none;pumped up;none
1188;RugBerb #1188;Get Rugged;1;0;purple;yellow;scarf;Moustache normal;none;black red;none
1189;RugBerb #1189;Get Rugged;1;0;Rain;pink;cross necklace;normal;witch hat;normal;none
1190;RugBerb #1190;Get Rugged;1;0;grey;purple;sailor costume;normal;none;eyebrow;sunglasses smoll
1191;RugBerb #1191;Get Rugged;1;0;doom gloom;green;sailor costume;moustache small;none;unibrow;none
1192;RugBerb #1192;Get Rugged;1;0;purple;black;bowtie;normal;cavalier hat ;eyebrow;3d glasses
1193;RugBerb #1193;Get Rugged;1;0;blue sky;grey;baseball jersey;Moustache big;RUG!;normal;none
1194;RugBerb #1194;Get Rugged;1;0;teal;blue;pink dress;Moustache normal;Pilot helmet;normal;none
1195;RugBerb #1195;Get Rugged;1;0;green chart;yellow;gladiator armor;Moustache normal;baseball cap;eyebrow;pink stars glasses
1196;RugBerb #1196;Get Rugged;1;0;cancer constellation;brown;firefighter uniform;normal;none;black red;sunglasses
1197;RugBerb #1197;Get Rugged;1;0;teal;purple;none;pipe;Bullseye cap;red laser gold;none
1198;RugBerb #1198;Get Rugged;1;0;Diplo Sky;green diplos;none;normal;none;diplos eyes;none
1199;RugBerb #1199;Get Rugged;1;0;grey;purple;bowtie;big;none;normal;none
1200;RugBerb #1200;Get Rugged;1;0;purple;black;bowtie;moustache small;none;normal;none
1201;RugBerb #1201;Get Rugged;1;0;purple;green;white shirt;normal;leprechaun's hat;unibrow;none
1202;RugBerb #1202;Get Rugged;1;0;blue;black;none;normal;none;freezing beam;none
1203;RugBerb #1203;Get Rugged;1;0;doom gloom;grey;none;small;Sombrero hat;unibrow;none
1204;RugBerb #1204;Get Rugged;1;0;purple;stone;crewneck sweatshirt: pink;big;apple;heart;none
1205;RugBerb #1205;Get Rugged;1;0;graveyard;green;construction vest;Moustache big;clown hat;heart;pink stars glasses
1206;RugBerb #1206;Get Rugged;1;0;blue;blue;baseball jersey;Moustache normal;headset pink;normal gold;sunglasses
1207;RugBerb #1207;Get Rugged;1;0;Diplo Sky;red diplos;none;normal;cowboy hat;diplos eyes;none
1208;RugBerb #1208;Get Rugged;1;0;purple;black;none;silver;bucket;normal gold;none
1209;RugBerb #1209;Get Rugged;1;0;blue;yellow belly;firefighter uniform;small;none;normal;none
1210;RugBerb #1210;Get Rugged;1;0;Rain;brown;karate uniform;normal;frogi;normal;none
1211;RugBerb #1211;Get Rugged;1;0;grey;pink;gold necklace;worm;tiara pink;eyebrow;none
1212;RugBerb #1212;Get Rugged;1;0;Thunder;black;none;Moustache normal;Viking;eyebrow;none
1213;RugBerb #1213;Get Rugged;1;0;red chart;yellow belly;pajamas blue holding pillow;pipe;plunger;eyebrow;none
1214;RugBerb #1214;Get Rugged;1;0;grey;green;cross necklace;small;clown hat;eyebrow;none
1215;RugBerb #1215;Get Rugged;1;0;sun;pink;scarf;Moustache big;pajamas cap;eyebrow;none
1216;RugBerb #1216;Get Rugged;1;0;Rain;green;karate uniform;normal;Pilot helmet;eyebrow;none
1217;RugBerb #1217;Get Rugged;1;0;blue;pink love;pink dress;small;Viking;crying;sleep mask 
1218;RugBerb #1218;Get Rugged;1;0;Thunder;black;clown outfit;Moustache big;none;crying;none
1219;RugBerb #1219;Get Rugged;1;0;blue sky;not berb;medal;small;RUG!;eyebrow;eye patch
1220;RugBerb #1220;Get Rugged;1;0;blue;purple;none;Moustache big;frogi;normal;pink stars glasses
1221;RugBerb #1221;Get Rugged;1;0;blue;stone;crewneck sweatshirt: pink;small;watermelon;eyebrow;monocle
1222;RugBerb #1222;Get Rugged;1;0;Space;black;sailor costume;Moustache big;none;black red;brown aviator
1223;RugBerb #1223;Get Rugged;1;0;grey;stone;pink dress;small;none;normal;green stylish glasses
1224;RugBerb #1224;Get Rugged;1;0;purple;blue;Astronaut;normal;headset pink;unibrow;none
1225;RugBerb #1225;Get Rugged;1;0;blue;blue;none;moustache small;headset pink;eyebrow;eye patch
1226;RugBerb #1226;Get Rugged;1;0;blue;black;clown outfit;worm;pan;heart;none
1227;RugBerb #1227;Get Rugged;1;0;Rain;BOOrb;cross necklace;gold small;lamp;normal gold;none
1228;RugBerb #1228;Get Rugged;1;0;doom gloom;pink;farmer outfit;normal;none;normal;none
1229;RugBerb #1229;Get Rugged;1;0;doom gloom;pink;none;normal;witch hat;not normal;goggles
1230;RugBerb #1230;Get Rugged;1;0;pink sky;pink;none;normal;none;normal;sunglasses smoll
1231;RugBerb #1231;Get Rugged;1;0;pink sky;pink;construction vest;gold big;none;black red;none
1232;RugBerb #1232;Get Rugged;1;0;blue;pink;karate uniform;Moustache big;cowboy hat;unibrow;none
1233;RugBerb #1233;Get Rugged;1;0;teal;black;cross necklace;silver;none;normal;none
1234;RugBerb #1234;Get Rugged;1;0;green chart;pink;pajamas blue holding pillow;big;none;normal;sleep mask 
1235;RugBerb #1235;Get Rugged;1;0;Rain;blue;cross necklace;normal;cone;heart;none
1236;RugBerb #1236;Get Rugged;1;0;Ninja;purple;duck floaty;big;none;freezing beam;none
1237;RugBerb #1237;Get Rugged;1;0;purple;grey;construction vest;moustache small;Pilot helmet;normal gold;glasses
1238;RugBerb #1238;Get Rugged;1;0;grey;black;crewneck sweatshirt: pink;normal;none;eyebrow;snorkeling
1239;RugBerb #1239;Get Rugged;1;0;Thunder;not berb;karate uniform;not normal;beanie;eyebrow;snorkeling
1240;RugBerb #1240;Get Rugged;1;0;grey;blue;none;big;straw hat;black red;none
1241;RugBerb #1241;Get Rugged;1;0;grey;yellow;cross necklace;worm;none;pumped up;pink stars glasses
1242;RugBerb #1242;Get Rugged;1;0;doom gloom;pink love;bowtie;normal;Viking;black red;sunglasses
1243;RugBerb #1243;Get Rugged;1;0;Thunder;blue;witch robe;cigar;none;normal;goggles
1244;RugBerb #1244;Get Rugged;1;0;blue;purple;baseball jersey;Moustache normal;apple;normal gold;none
1245;RugBerb #1245;Get Rugged;1;0;green chart;black skull;white shirt;Moustache normal;none;pumped up;none
1246;RugBerb #1246;Get Rugged;1;0;rainbow;yellow;Monki suit;normal;none;rainbow laser;none
1247;RugBerb #1247;Get Rugged;1;0;graveyard;purple;gold necklace;pipe;headband;normal;none
1248;RugBerb #1248;Get Rugged;1;0;teal;purple;white shirt;small;none;heart;none
1249;RugBerb #1249;Get Rugged;1;0;blue;BOOrb;baseball jersey;not normal;none;eyebrow;sunglasses smoll
1250;RugBerb #1250;Get Rugged;1;0;purple;brown;chef;normal;basquiat's crown;eyebrow;none
1251;RugBerb #1251;Get Rugged;1;0;Thunder;yellow;pocho;normal;chef hat;not normal;none
1252;RugBerb #1252;Get Rugged;1;0;Rain;grey;farmer outfit;big;bowler hat;normal;none
1253;RugBerb #1253;Get Rugged;1;0;Rain;green;chef;normal;cone;normal;none
1254;RugBerb #1254;Get Rugged;1;0;red chart;black;none;normal;none;normal;none
1255;RugBerb #1255;Get Rugged;1;0;purple;grey;sailor costume;moustache small;none;eyebrow;none
1256;RugBerb #1256;Get Rugged;1;0;grey;pink;bowtie;pipe;watermelon;pumped up;goggles
1257;RugBerb #1257;Get Rugged;1;0;blue;black skull;none;small;cop hat;crying;none
1258;RugBerb #1258;Get Rugged;1;0;blue;brown;none;moustache small;cowboy hat;normal;sunglasses
1259;RugBerb #1259;Get Rugged;1;0;purple;yellow;white shirt;normal;none;unibrow;none
1260;RugBerb #1260;Get Rugged;1;0;blue;green;none;Moustache big;Sombrero hat;normal;none
1261;RugBerb #1261;Get Rugged;1;0;red chart;grey;bowtie;normal;none;eyebrow;none
1262;RugBerb #1262;Get Rugged;1;0;grey;brown;baseball jersey;Moustache big;poisoned apple;normal;none
1263;RugBerb #1263;Get Rugged;1;0;blue;green;firefighter uniform;small;apple;heart;green stylish glasses
1264;RugBerb #1264;Get Rugged;1;0;Ninja;BOOrb;none;big;gladiator helmet;normal gold;eye patch
1265;RugBerb #1265;Get Rugged;1;0;teal;green;none;normal;none;eyebrow;none
1266;RugBerb #1266;Get Rugged;1;0;teal;pink;none;big;cone;normal;sunglasses smoll
1267;RugBerb #1267;Get Rugged;1;0;green chart;green;gladiator armor;big;leprechaun's hat;normal;goggles
1268;RugBerb #1268;Get Rugged;1;0;pink sky;purple glitch;green jacket;Moustache big;brain;normal;none
1269;RugBerb #1269;Get Rugged;1;0;doom gloom;green;firefighter uniform;silver;none;eyebrow;none
1270;RugBerb #1270;Get Rugged;1;0;teal;green;detective suit;Moustache big;firefighter hat;pumped up;sleep mask 
1271;RugBerb #1271;Get Rugged;1;0;Thunder;yellow;sailor costume;silver;straw hat;unibrow;pink stars glasses
1272;RugBerb #1272;Get Rugged;1;0;Aries constellation;green;none;small;cone;normal;brown aviator
1273;RugBerb #1273;Get Rugged;1;0;grey;black;none;small;cowboy hat;eyebrow;pink stars glasses
1274;RugBerb #1274;Get Rugged;1;0;purple;black;none;gold small;none;rainbow laser;goggles
1275;RugBerb #1275;Get Rugged;1;0;pink sky;purple;pajamas blue holding pillow;normal;bucket;crying;none
1276;RugBerb #1276;Get Rugged;1;0;grey;grey;tracksuit navy blue;big;none;normal;brown aviator
1277;RugBerb #1277;Get Rugged;1;0;grey;robot;scarf;normal;none;normal;sunglasses smoll
1278;RugBerb #1278;Get Rugged;1;0;Space;blue;gladiator armor;big;construction hat;normal;none
1279;RugBerb #1279;Get Rugged;1;0;graveyard;yellow belly;pajamas blue holding pillow;moustache small;tiara pink;crying;pink stars glasses
1280;RugBerb #1280;Get Rugged;1;0;Space;blue;none;small;plunger;crying;snorkeling
1281;RugBerb #1281;Get Rugged;1;0;Diplo Sky;pink;pajamas blue holding pillow;small;RUG!;green laser;none
1282;RugBerb #1282;Get Rugged;1;0;grey;pink;none;small;GM;normal;none
1283;RugBerb #1283;Get Rugged;1;0;rainbow;bone;Monki suit;none;none;none;none
1284;RugBerb #1284;Get Rugged;1;0;grey;brown;cross necklace;small;none;unibrow;none
1285;RugBerb #1285;Get Rugged;1;0;Thunder;black;karate uniform;cigar;poisoned apple;normal;none
1286;RugBerb #1286;Get Rugged;1;0;blue;green;pocho;Moustache big;cop hat;normal;3d glasses
1287;RugBerb #1287;Get Rugged;1;0;blue sky;black;bowtie;moustache small;none;eyebrow;3d glasses
1288;RugBerb #1288;Get Rugged;1;0;purple;brown;firefighter uniform;big;construction hat;crying;pink stars glasses
1289;RugBerb #1289;Get Rugged;1;0;Aries constellation;fire red;sailor costume;Moustache normal;brain;crying;none
1290;RugBerb #1290;Get Rugged;1;0;blue;yellow;green jacket;pipe;captain hat;unibrow;none
1291;RugBerb #1291;Get Rugged;1;0;Rain;not berb;karate uniform;gold normal;none;unibrow;3d glasses
1292;RugBerb #1292;Get Rugged;1;0;purple;pink love;pink dress;worm;cavalier hat ;eyebrow;none
1293;RugBerb #1293;Get Rugged;1;0;rainbow;blue;tracksuit navy blue;big;plunger;black red;none
1294;RugBerb #1294;Get Rugged;1;0;grey;yellow;none;big;none;eyebrow;sunglasses
1295;RugBerb #1295;Get Rugged;1;0;beach;black;tracksuit navy blue;small;top hat;machine;none
1296;RugBerb #1296;Get Rugged;1;0;grey;brown;construction vest;Moustache normal;pajamas cap;normal gold;none
1297;RugBerb #1297;Get Rugged;1;0;green chart;yellow;cop uniform;small;GM;eyebrow;none
1298;RugBerb #1298;Get Rugged;1;1;rainbow;yellow;Monki suit;normal;none;normal;snorkeling
1299;RugBerb #1299;Get Rugged;1;0;blue;robot;none;normal;none;machine;none
1300;RugBerb #1300;Get Rugged;1;0;blue;brown;karate uniform;normal;poisoned apple;crying;none
1301;RugBerb #1301;Get Rugged;1;0;blue;pink love;chef;normal;none;unibrow;pink stars glasses
1302;RugBerb #1302;Get Rugged;1;0;purple;grey;purple jacket;pipe;captain hat;normal;none
1303;RugBerb #1303;Get Rugged;1;0;beach;blue;firefighter uniform;big;lamp;eyebrow;none
1304;RugBerb #1304;Get Rugged;1;0;purple;green;none;normal;Bullseye cap;normal;none
1305;RugBerb #1305;Get Rugged;1;0;teal;purple;firefighter uniform;small;clown hat;normal;none
1306;RugBerb #1306;Get Rugged;1;0;Thunder;black;none;moustache small;cop hat;not normal;sunglasses
1307;RugBerb #1307;Get Rugged;1;0;blue sky;black skull;chef;normal;construction hat;eyebrow;none
1308;RugBerb #1308;Get Rugged;1;0;pink sky;brown;witch robe;big;headset pink;machine gold;none
1309;RugBerb #1309;Get Rugged;1;0;Rain;black skull;none;Moustache big;bucket;pumped up;sleep mask 
1310;RugBerb #1310;Get Rugged;1;0;grey;blue;pajamas blue holding pillow;big;witch hat;unibrow;green stylish glasses
1311;RugBerb #1311;Get Rugged;1;0;blue sky;yellow belly;sailor costume;big;none;crying;none
1312;RugBerb #1312;Get Rugged;1;0;blue sky;brown;karate uniform;silver;none;eyebrow;none
1313;RugBerb #1313;Get Rugged;1;0;rainbow;yellow;Monki suit;pipe;none;normal;red stylish glasses
1314;RugBerb #1314;Get Rugged;1;0;grey;purple;none;small;none;normal;none
1315;RugBerb #1315;Get Rugged;1;0;cancer constellation;yellow belly;sailor costume;big;none;black red;sleep mask 
1316;RugBerb #1316;Get Rugged;1;0;blue;yellow belly;none;big;straw hat;unibrow;3d glasses
1317;RugBerb #1317;Get Rugged;1;0;Rain;green;bowtie;small;egg & nest;heart;none
1318;RugBerb #1318;Get Rugged;1;0;blue sky;yellow;green jacket;big;leprechaun's hat;eyebrow;none
1319;RugBerb #1319;Get Rugged;1;0;blue;green;none;big;none;eyebrow;glasses
1320;RugBerb #1320;Get Rugged;1;0;beach;green;scarf;small;Pilot helmet;machine gold;none
1321;RugBerb #1321;Get Rugged;1;0;Rain;stone;cross necklace;small;none;heart;red stylish glasses
1322;RugBerb #1322;Get Rugged;1;0;purple;BOOrb;white shirt;silver;none;normal;none
1323;RugBerb #1323;Get Rugged;1;0;rainbow;robot;Monki suit;gold normal;none;machine gold;none
1324;RugBerb #1324;Get Rugged;1;0;sun;black;scarf;small;halo;normal;none
1325;RugBerb #1325;Get Rugged;1;0;teal;green;none;worm;none;eyebrow;pink stars glasses
1326;RugBerb #1326;Get Rugged;1;0;rainbow;blue;cop uniform;pipe;rubber duck;normal;snorkeling
1327;RugBerb #1327;Get Rugged;1;0;Aries constellation;grey;baseball jersey;Moustache big;rubber duck;crying;none
1328;RugBerb #1328;Get Rugged;1;0;Rain;pink;none;normal;none;black red;none
1329;RugBerb #1329;Get Rugged;1;0;purple;yellow;gladiator armor;pipe;third eye;normal;none
1330;RugBerb #1330;Get Rugged;1;0;Rain;yellow;white shirt;small;firefighter hat;normal gold;sunglasses
1331;RugBerb #1331;Get Rugged;1;0;cancer constellation;purple;duck floaty;Moustache big;headband;normal;none
1332;RugBerb #1332;Get Rugged;1;0;grey;blue;white shirt;Moustache big;bowler hat;unibrow;none
1333;RugBerb #1333;Get Rugged;1;0;Diplo Sky;green;none;Moustache normal;none;normal;green stylish glasses
1334;RugBerb #1334;Get Rugged;1;0;green chart;yellow;none;Moustache normal;none;unibrow;eye patch
1335;RugBerb #1335;Get Rugged;1;0;blue;gold;green jacket;small;none;eyebrow;sleep mask 
1336;RugBerb #1336;Get Rugged;1;0;doom gloom;black;none;cigar;none;unibrow;none
1337;RugBerb #1337;Get Rugged;1;0;grey;yellow;cross necklace;small;firefighter hat;freezing beam;none
1338;RugBerb #1338;Get Rugged;1;0;blue sky;grey;sailor costume;not normal;pirate hat;rainbow laser;goggles
1339;RugBerb #1339;Get Rugged;1;0;rainbow;pink;karate uniform;big;none;eyebrow;none
1340;RugBerb #1340;Get Rugged;1;0;purple;pink love;green jacket;small;cone;normal gold;sleep mask 
1341;RugBerb #1341;Get Rugged;1;0;blue;blue;none;Moustache normal;none;normal;none
1342;RugBerb #1342;Get Rugged;1;0;blue;black;baseball jersey;normal;cowboy hat;unibrow;none
1343;RugBerb #1343;Get Rugged;1;0;teal;blue;none;worm;cop hat;eyebrow;none
1344;RugBerb #1344;Get Rugged;1;0;purple;yellow;medal;normal;RUG!;normal;goggles
1345;RugBerb #1345;Get Rugged;1;0;Space;pink;none;Moustache normal;headset pink;cyclops;glasses
1346;RugBerb #1346;Get Rugged;1;0;teal;blue;purple jacket;normal;plunger;crying;sunglasses smoll
1347;RugBerb #1347;Get Rugged;1;0;green chart;purple;duck floaty;normal;tiara pink;normal gold;monocle
1348;RugBerb #1348;Get Rugged;1;0;blue;brown;pink dress;normal;Pilot helmet;normal;3d glasses
1349;RugBerb #1349;Get Rugged;1;0;purple;stone;karate uniform;Moustache normal;poisoned apple;black red;none
1350;RugBerb #1350;Get Rugged;1;0;Rain;brown;gold necklace;moustache small;none;normal;none
1351;RugBerb #1351;Get Rugged;1;0;Rain;green;chef;normal;Sombrero hat;black red;eye patch
1352;RugBerb #1352;Get Rugged;1;0;rainbow;black;leather jacket black;Moustache big;beanie;normal;none
1353;RugBerb #1353;Get Rugged;1;0;doom gloom;black skull;construction vest;big;none;pumped up;pink stars glasses
1354;RugBerb #1354;Get Rugged;1;0;blue;black;farmer outfit;normal;headset pink;eyebrow;none
1355;RugBerb #1355;Get Rugged;1;0;Thunder;black skull;medal;worm;sunny side up;eyebrow;sunglasses smoll
1356;RugBerb #1356;Get Rugged;1;0;Aries constellation;pink love;firefighter uniform;silver;top hat;normal;none
1357;RugBerb #1357;Get Rugged;1;0;teal;purple;pajamas blue holding pillow;moustache small;plunger;normal;green stylish glasses
1358;RugBerb #1358;Get Rugged;1;0;purple;black skull;none;big;top hat;unibrow;none
1359;RugBerb #1359;Get Rugged;1;0;red chart;purple;none;small;poisoned apple;machine;none
1360;RugBerb #1360;Get Rugged;1;0;purple;brown;none;big;pajamas cap;eyebrow;green stylish glasses
1361;RugBerb #1361;Get Rugged;1;0;purple;black;sailor costume;moustache small;pajamas cap;normal;pink stars glasses
1362;RugBerb #1362;Get Rugged;1;0;purple;grey;none;big;none;unibrow;sleep mask 
1363;RugBerb #1363;Get Rugged;1;0;teal;green;none;small;headband;normal;none
1364;RugBerb #1364;Get Rugged;1;0;graveyard;yellow belly;pajamas blue holding pillow;normal;rubber duck;normal gold;none
1365;RugBerb #1365;Get Rugged;1;0;teal;yellow belly;none;big;clown hat;pumped up;none
1366;RugBerb #1366;Get Rugged;1;0;doom gloom;green;tracksuit navy blue;moustache small;cavalier hat ;machine;none
1367;RugBerb #1367;Get Rugged;1;0;blue;grey;none;normal;none;unibrow;brown aviator
1368;RugBerb #1368;Get Rugged;1;0;sun;black;none;cigar;lamp;normal gold;none
1369;RugBerb #1369;Get Rugged;1;0;Thunder;blue;none;normal;Bullseye cap;unibrow;none
1370;RugBerb #1370;Get Rugged;1;0;purple;black;robe king;moustache small;watermelon;normal;pink stars glasses
1371;RugBerb #1371;Get Rugged;1;0;purple;blue;green jacket;big;none;eyebrow;none
1372;RugBerb #1372;Get Rugged;1;0;blue;blue;leather jacket black;normal;none;cyclops;none
1373;RugBerb #1373;Get Rugged;1;0;grey;yellow;pink dress;normal;leprechaun's hat;unibrow;goggles
1374;RugBerb #1374;Get Rugged;1;0;Thunder;yellow belly;none;normal;pirate hat;black red;none
1375;RugBerb #1375;Get Rugged;1;0;doom gloom;blue;none;big;plunger;heart;green stylish glasses
1376;RugBerb #1376;Get Rugged;1;0;purple;black;sailor costume;moustache small;baseball cap;normal;glasses
1377;RugBerb #1377;Get Rugged;1;0;sun;black;detective suit;worm;none;normal gold;none
1378;RugBerb #1378;Get Rugged;1;0;purple;blue;baseball jersey;big;GM;crying;none
1379;RugBerb #1379;Get Rugged;1;0;purple;green;sailor costume;small;poisoned apple;normal;none
1380;RugBerb #1380;Get Rugged;1;0;teal;blue;bowtie;normal;cavalier hat ;normal;none
1381;RugBerb #1381;Get Rugged;1;0;grey;grey;leather jacket black;normal;headset pink;pumped up;sunglasses smoll
1382;RugBerb #1382;Get Rugged;1;0;green chart;black;karate uniform;big;clown hat;crying;none
1383;RugBerb #1383;Get Rugged;1;0;Aries constellation;purple;crewneck sweatshirt: pink;worm;plunger;machine gold;none
1384;RugBerb #1384;Get Rugged;1;0;rainbow;yellow belly;crewneck sweatshirt: pink;normal;headlamp;eyebrow;none
1385;RugBerb #1385;Get Rugged;1;0;red chart;yellow;none;Moustache big;cavalier hat ;eyebrow;none
1386;RugBerb #1386;Get Rugged;1;0;Thunder;purple;karate uniform;worm;none;normal;none
1387;RugBerb #1387;Get Rugged;1;0;blue;yellow;none;normal;pirate hat;normal;none
1388;RugBerb #1388;Get Rugged;1;0;doom gloom;yellow;tracksuit navy blue;worm;none;eyebrow;none
1389;RugBerb #1389;Get Rugged;1;0;purple;green;witch robe;big;watermelon;normal;brown aviator
1390;RugBerb #1390;Get Rugged;1;0;Thunder;brown;baseball jersey;Moustache normal;headset pink;eyebrow;none
